id_cliente,id_plan,id_dispositivo,id_ubicacion,id_facturacion,id_promocion,id_fecha,id_soporte,id_servicio,id_evento,duracion_llamada,datos_consumidos_gb,minutos_usados,mensajes_enviados,costo_total,ancho_banda
449,720,517,441,985,296,545,525,175,669,53.78,28.57,573,190,200.49,50Mbps
803,293,653,312,929,332,943,357,584,306,9.31,20.48,707,393,104.98,50Mbps
621,903,243,140,349,108,546,920,839,773,57.92,14.51,398,362,87.25,50Mbps
398,851,798,52,381,283,970,147,553,637,52.87,7.53,271,143,41.86,50Mbps
175,216,72,367,673,874,997,41,384,928,12.06,7.74,766,465,110.05,100Mbps
845,677,895,239,897,940,463,989,485,333,4.63,46.97,36,9,36.34,50Mbps
868,727,601,794,618,504,232,757,422,988,7.85,38.49,852,217,27.74,100Mbps
500,932,115,413,954,164,76,639,114,967,1.28,49.59,19,290,88.76,50Mbps
20,165,21,289,206,257,338,666,547,890,10.42,25.15,845,348,189.84,10Mbps
495,847,54,964,159,582,601,250,702,960,6.31,46.41,707,281,281.66,100Mbps
370,876,580,71,958,743,793,527,903,510,40.85,17.88,218,243,234.69,50Mbps
228,645,876,119,370,74,594,743,232,741,26.72,37.87,556,229,217.89,10Mbps
891,463,778,365,952,927,624,937,919,576,3.71,18.92,477,395,68.19,50Mbps
979,57,373,868,631,816,922,739,322,561,4.99,6.25,53,463,105.48,100Mbps
116,203,706,212,86,902,859,827,483,8,31.58,43.26,406,429,132.2,10Mbps
247,603,411,874,629,839,462,62,252,703,19.71,9.71,478,240,79.43,10Mbps
509,23,144,390,635,310,750,201,20,270,18.73,37.98,286,360,37.57,10Mbps
178,878,905,783,733,806,817,34,645,762,14.82,5.39,954,476,210.17,50Mbps
448,191,889,143,358,724,177,729,68,358,9.63,6.42,861,0,90.27,100Mbps
232,790,335,795,600,889,136,773,439,710,38.4,22.54,866,29,230.86,100Mbps
762,698,608,108,181,998,833,608,956,781,15.8,30.09,651,339,173.23,10Mbps
662,988,88,996,332,692,109,582,343,496,52.41,23.52,880,219,293.46,10Mbps
368,892,687,921,822,538,72,949,22,637,4.34,25.27,579,300,28.79,10Mbps
752,185,263,150,735,681,96,331,620,450,46.14,20.44,780,495,68.01,10Mbps
174,225,929,593,651,128,754,698,203,893,33.22,34.59,411,275,161.19,10Mbps
294,264,587,23,413,626,563,58,293,344,51.5,20.81,97,154,23.33,10Mbps
978,320,291,627,723,196,590,377,695,220,50.03,40.75,708,25,144.78,50Mbps
716,946,706,277,692,9,454,772,644,73,5.98,18.92,317,450,275.66,10Mbps
464,278,731,570,697,296,909,454,905,500,29.52,25.47,454,361,279.03,50Mbps
120,148,88,552,699,720,568,507,889,601,44.3,23.96,475,448,236.52,10Mbps
350,898,976,947,159,664,716,344,118,32,9.57,27.15,126,441,36.99,10Mbps
665,896,812,406,802,382,546,35,70,217,25.34,41.07,90,147,55.92,50Mbps
313,249,399,857,399,947,557,551,272,495,39.49,48.64,190,141,172.02,50Mbps
289,238,468,357,305,761,959,670,855,335,45.44,33.78,36,369,166.24,50Mbps
556,8,387,155,482,195,830,431,561,4,36.65,26.51,190,398,207.21,100Mbps
937,432,897,67,953,580,863,64,990,540,9.28,14.33,300,388,141.63,100Mbps
673,266,40,164,433,692,231,530,352,773,49.32,0.93,231,376,285.53,50Mbps
551,238,51,640,292,186,862,100,450,968,23.39,22.89,480,259,226.98,100Mbps
2,197,165,866,604,683,706,890,514,994,37.28,13.35,942,394,284.25,50Mbps
637,177,79,433,758,867,653,406,506,43,23.33,11.52,906,171,59.94,100Mbps
606,278,497,218,978,825,372,912,817,830,4.28,15.41,400,105,129.94,100Mbps
916,46,643,345,750,303,203,339,853,416,52.11,14.41,123,48,246.37,100Mbps
607,173,747,447,586,48,33,438,763,252,37.98,38.3,23,45,226.38,50Mbps
971,964,710,768,810,996,17,337,685,219,2.18,34.7,287,346,164.56,10Mbps
823,992,736,746,733,259,519,813,781,275,14.0,14.03,954,428,283.68,50Mbps
426,298,528,911,31,210,753,383,678,185,42.08,8.88,253,107,145.2,50Mbps
451,743,643,270,537,683,157,67,259,205,22.18,35.9,569,134,160.53,100Mbps
465,509,460,123,970,362,25,682,444,905,39.1,37.0,159,50,229.51,50Mbps
396,181,657,979,952,1,909,305,872,706,4.9,10.22,367,31,200.31,100Mbps
748,247,622,380,249,159,771,931,201,340,24.79,48.26,795,364,194.45,100Mbps
553,677,558,617,549,131,810,156,303,835,12.56,5.27,389,93,64.6,10Mbps
821,758,284,267,742,40,734,368,844,268,48.48,46.76,906,204,278.95,50Mbps
649,594,839,201,63,582,994,562,96,560,38.11,0.42,107,337,226.5,10Mbps
47,358,113,484,41,529,943,852,911,324,42.67,27.06,138,291,139.81,100Mbps
184,877,927,615,508,639,229,353,425,679,46.68,3.06,127,472,56.47,10Mbps
419,924,203,407,566,875,342,217,369,274,6.24,4.81,307,433,228.39,50Mbps
993,17,362,950,941,311,436,987,808,442,14.02,31.81,520,252,232.92,50Mbps
27,93,260,851,342,301,588,273,971,92,36.99,43.75,441,2,272.26,10Mbps
624,736,19,313,873,205,511,239,411,873,28.68,8.53,80,66,175.28,10Mbps
410,367,564,888,585,675,859,721,703,46,5.63,31.22,30,420,193.6,100Mbps
558,205,699,786,507,178,711,328,419,980,27.88,13.76,661,452,173.36,50Mbps
139,967,57,879,482,459,751,905,639,489,46.55,17.32,304,368,99.34,10Mbps
657,145,73,816,864,266,370,587,643,98,59.54,2.18,813,392,218.77,100Mbps
89,534,427,565,976,727,264,999,763,48,19.59,33.93,225,16,162.96,10Mbps
794,409,151,619,851,379,315,343,227,79,36.77,41.8,787,342,143.91,50Mbps
396,936,424,704,670,496,458,53,760,269,28.44,33.46,276,308,83.9,10Mbps
582,10,685,287,873,604,821,499,739,893,27.04,47.63,712,453,203.19,100Mbps
851,143,387,265,345,332,491,474,588,506,54.18,46.77,729,439,146.2,50Mbps
157,503,978,774,796,315,515,315,432,184,5.61,10.43,428,475,126.65,100Mbps
561,551,82,846,441,464,19,951,205,239,21.17,15.98,180,155,22.9,100Mbps
339,208,664,237,25,331,128,865,265,189,59.43,13.93,373,117,275.2,50Mbps
873,907,865,910,845,223,997,993,92,460,29.34,30.62,584,419,294.09,50Mbps
479,588,261,100,167,903,58,955,710,287,1.99,37.38,408,408,44.05,100Mbps
476,515,269,290,87,625,736,82,803,106,37.06,36.45,186,253,182.19,100Mbps
546,827,84,411,168,167,401,928,551,822,49.96,8.2,514,401,41.13,50Mbps
369,890,193,49,739,999,261,59,208,452,4.96,3.73,229,382,255.1,100Mbps
460,459,360,709,6,871,881,71,666,226,18.85,30.83,637,449,227.83,10Mbps
230,371,223,817,637,922,387,178,847,62,40.92,29.89,203,402,140.33,10Mbps
288,397,884,728,488,337,836,644,701,366,6.61,46.11,152,218,262.83,100Mbps
960,50,307,933,564,43,793,795,109,347,8.88,40.38,952,295,58.26,100Mbps
738,528,657,528,442,545,685,464,63,749,39.52,41.22,234,214,128.96,100Mbps
201,876,465,644,240,678,249,648,593,572,19.59,20.43,37,305,261.33,100Mbps
466,349,251,334,641,931,999,906,876,80,55.73,13.95,940,388,261.5,10Mbps
919,428,135,532,326,419,717,378,280,617,57.07,48.17,252,369,192.49,10Mbps
556,676,179,735,204,535,105,958,260,154,8.41,33.8,552,387,67.75,50Mbps
118,892,698,455,773,902,661,303,870,393,11.46,16.42,289,226,113.71,100Mbps
560,86,732,619,830,355,97,216,479,626,27.04,44.89,339,142,191.15,100Mbps
159,501,298,187,320,474,409,33,859,329,44.57,2.42,41,76,260.77,100Mbps
107,126,923,328,439,988,885,910,385,906,50.11,3.45,823,321,226.23,100Mbps
539,103,30,916,878,456,622,538,948,395,6.52,34.81,637,197,226.33,50Mbps
524,512,348,771,495,740,948,70,260,341,42.49,5.17,872,453,81.98,10Mbps
516,681,340,9,198,18,282,574,1,856,23.05,3.83,228,2,59.0,50Mbps
486,767,858,537,657,719,481,571,94,915,58.8,1.61,816,38,77.27,50Mbps
95,913,186,612,668,827,656,3,669,331,42.75,40.92,461,353,148.43,10Mbps
342,677,186,101,431,735,244,469,345,44,5.12,16.09,266,75,119.09,50Mbps
368,190,615,879,968,584,846,932,865,585,58.52,28.13,284,457,42.46,10Mbps
914,556,201,427,577,353,458,340,641,634,7.1,0.47,759,238,58.35,100Mbps
266,164,815,687,586,92,896,285,565,598,16.1,13.72,341,362,274.2,50Mbps
813,41,956,552,89,757,47,483,873,998,53.69,0.84,15,444,164.89,10Mbps
431,36,336,912,939,773,377,640,125,389,58.23,35.63,220,123,32.78,50Mbps
634,978,131,522,213,946,569,924,31,623,0.91,17.52,620,127,28.75,10Mbps
281,929,556,486,539,829,76,779,7,122,35.72,18.76,405,71,192.98,10Mbps
245,521,897,411,383,510,454,106,941,949,59.29,42.35,377,0,112.92,50Mbps
606,927,470,534,81,131,815,708,219,125,57.57,36.13,278,78,55.36,100Mbps
909,408,784,356,223,296,462,301,793,412,43.04,43.83,172,418,189.62,10Mbps
1,892,639,432,236,1000,907,965,558,51,6.14,10.71,511,82,226.86,50Mbps
675,406,780,265,989,138,523,398,358,119,55.65,10.68,692,320,190.41,50Mbps
739,976,93,837,353,598,616,78,584,214,26.63,16.18,645,490,167.52,50Mbps
166,951,264,48,535,381,872,207,274,931,29.34,4.91,786,46,134.88,100Mbps
162,722,883,22,279,11,332,475,63,277,17.05,40.66,852,483,87.48,10Mbps
898,762,349,133,403,640,631,169,471,637,19.69,28.26,204,182,201.31,10Mbps
744,773,969,13,439,406,786,413,775,859,7.54,21.82,535,38,133.29,50Mbps
212,35,430,51,966,526,773,581,106,62,53.32,2.99,166,414,123.49,10Mbps
12,911,776,25,197,140,885,262,414,354,22.29,0.14,84,73,221.2,10Mbps
201,918,828,573,823,870,619,329,654,177,18.03,33.0,237,475,298.99,10Mbps
356,195,575,96,527,99,962,870,604,925,35.47,26.5,234,441,224.59,10Mbps
438,181,8,441,731,310,377,298,753,126,55.57,0.79,943,408,171.89,100Mbps
13,258,925,297,598,849,999,818,700,719,35.31,42.0,173,28,36.26,100Mbps
950,182,47,762,12,71,143,877,178,716,53.94,36.1,522,196,137.87,100Mbps
955,336,805,816,752,940,640,4,733,517,8.25,10.62,541,78,211.75,100Mbps
513,400,767,807,896,372,399,795,585,339,52.24,28.15,950,329,200.14,100Mbps
162,165,260,662,995,32,388,126,981,863,39.61,25.17,603,485,248.38,10Mbps
481,148,450,56,637,130,237,279,963,439,25.48,3.96,991,488,84.93,10Mbps
6,785,893,885,969,558,753,471,976,626,5.46,34.72,677,8,107.05,100Mbps
379,422,710,373,600,440,485,181,515,645,47.14,47.43,591,474,187.47,100Mbps
502,616,483,687,601,310,615,944,494,359,37.3,2.05,350,352,63.14,50Mbps
320,571,288,538,450,133,867,392,433,560,44.52,26.62,394,457,52.74,50Mbps
107,986,972,438,441,867,593,345,9,36,58.9,32.25,31,302,82.62,50Mbps
941,427,766,678,576,974,856,616,133,169,26.06,38.92,460,236,273.39,100Mbps
178,246,444,155,479,627,48,514,412,190,7.01,49.0,880,54,215.53,50Mbps
742,494,12,846,726,610,51,466,858,6,16.3,20.32,910,119,101.85,100Mbps
583,465,422,669,445,739,220,167,615,866,33.02,37.53,190,497,262.59,10Mbps
346,488,610,91,146,435,308,464,432,606,46.52,39.9,401,376,240.16,10Mbps
90,206,231,429,464,90,732,439,714,697,47.37,23.23,571,74,86.93,50Mbps
940,741,732,251,640,35,943,108,795,946,32.96,15.53,175,463,22.83,10Mbps
170,488,140,437,295,374,753,568,827,901,24.43,21.99,577,327,196.23,50Mbps
595,313,488,755,679,252,322,424,565,284,45.96,49.06,859,384,230.49,100Mbps
179,197,984,144,130,687,690,70,437,503,21.88,39.73,886,249,121.06,50Mbps
696,825,438,471,78,479,818,10,902,646,40.4,37.97,217,30,189.49,100Mbps
407,337,507,743,276,348,964,218,79,484,34.1,46.24,812,8,229.83,10Mbps
535,580,522,752,914,296,346,873,582,960,49.56,12.16,395,393,196.85,100Mbps
968,79,866,293,706,556,466,625,122,618,9.94,29.21,941,65,132.31,100Mbps
794,647,876,331,544,518,923,957,68,531,46.63,43.97,321,350,255.68,100Mbps
599,463,130,440,705,852,334,354,874,278,41.85,16.49,378,429,116.37,50Mbps
522,36,521,338,647,609,413,143,621,504,12.87,26.84,324,119,276.33,50Mbps
278,886,685,262,787,984,738,562,302,801,43.16,15.09,270,148,74.35,50Mbps
739,1000,978,555,871,893,871,350,400,41,58.54,41.07,578,255,89.01,10Mbps
851,342,299,405,104,349,901,247,865,117,17.69,12.67,482,33,217.16,100Mbps
877,496,367,612,704,599,998,721,24,861,32.75,35.17,522,118,39.39,50Mbps
278,26,589,905,463,972,932,736,173,72,32.62,22.39,165,231,178.56,50Mbps
793,391,533,652,965,521,82,955,630,755,24.66,19.38,146,164,194.84,10Mbps
775,796,782,160,399,439,930,746,962,299,4.02,44.43,511,412,295.68,50Mbps
87,794,560,984,684,231,391,999,893,109,23.42,29.61,872,45,274.21,10Mbps
938,921,756,160,167,555,198,457,787,988,15.58,27.07,272,49,57.66,100Mbps
683,595,990,6,194,796,754,774,656,963,22.48,3.39,991,85,182.02,100Mbps
632,720,197,759,458,413,170,113,550,143,43.17,26.67,491,461,149.1,50Mbps
647,351,748,927,228,98,87,643,683,534,56.42,40.68,302,325,239.27,100Mbps
293,672,637,810,687,21,466,25,30,679,41.45,13.82,412,163,63.84,10Mbps
750,867,581,735,74,978,986,919,793,75,51.9,9.42,888,201,60.83,100Mbps
159,821,130,243,237,995,23,88,820,229,19.48,0.51,424,410,183.49,10Mbps
312,734,460,65,270,219,600,962,969,335,8.66,9.73,666,175,71.37,100Mbps
194,787,900,393,48,190,963,41,753,976,48.75,41.79,799,78,10.49,100Mbps
638,710,269,114,176,701,582,66,251,377,44.18,36.94,572,197,151.82,100Mbps
714,87,707,110,935,184,155,696,479,469,31.14,48.38,373,487,152.61,100Mbps
325,79,914,585,846,591,801,987,117,876,32.4,31.06,177,165,258.33,50Mbps
791,680,451,597,57,867,100,692,691,235,24.07,47.82,402,35,43.1,50Mbps
845,995,952,815,448,423,795,850,739,971,44.61,40.64,447,346,59.23,100Mbps
184,189,265,319,295,579,370,68,670,496,46.99,22.42,587,306,163.88,50Mbps
431,61,935,376,77,787,300,698,905,99,19.25,28.17,953,273,221.19,10Mbps
883,242,369,372,305,463,530,192,771,361,11.63,18.17,240,467,191.57,10Mbps
684,40,365,647,588,3,788,231,384,753,21.6,4.89,105,90,17.68,50Mbps
30,279,619,864,84,918,613,531,724,511,12.31,8.38,172,169,135.35,50Mbps
40,199,101,551,890,699,844,518,784,543,48.69,46.36,285,455,68.55,50Mbps
136,498,994,944,596,233,379,924,770,80,47.58,39.15,716,23,19.48,100Mbps
279,443,545,886,680,131,248,192,88,515,51.08,41.34,828,279,132.93,10Mbps
145,563,231,308,828,324,540,798,516,337,36.24,7.51,572,377,274.83,10Mbps
111,672,156,870,236,756,212,340,430,50,7.96,0.92,268,133,258.42,50Mbps
542,646,681,980,544,605,329,242,287,560,33.5,33.83,318,421,289.02,50Mbps
931,827,883,40,100,923,210,999,541,430,40.25,47.0,407,217,248.31,10Mbps
103,492,509,4,876,711,894,49,192,184,26.73,16.06,986,364,284.48,10Mbps
891,787,859,215,403,230,701,366,656,694,30.16,20.09,219,428,192.25,100Mbps
687,294,451,427,38,326,147,670,834,7,27.37,24.2,103,300,211.42,10Mbps
526,58,625,220,909,792,188,168,61,238,25.69,36.25,868,311,215.23,50Mbps
743,58,419,310,982,615,238,384,844,148,51.52,41.17,511,415,214.51,50Mbps
557,817,584,722,124,968,456,811,120,727,42.3,48.78,556,142,155.44,10Mbps
833,620,230,104,66,339,305,762,873,442,58.1,6.38,488,79,185.66,10Mbps
702,796,546,546,65,151,808,497,258,982,32.36,10.51,695,400,101.18,10Mbps
528,715,58,240,264,8,818,110,230,925,43.75,41.82,615,171,290.69,10Mbps
555,914,55,646,653,685,608,816,236,907,51.71,31.44,454,9,43.0,50Mbps
631,515,767,663,842,573,345,824,828,627,53.82,43.51,558,391,201.41,100Mbps
988,779,461,501,374,732,801,229,657,64,34.65,27.83,623,17,262.51,50Mbps
454,272,719,426,543,269,578,927,539,746,34.29,47.63,617,500,227.75,50Mbps
365,595,847,671,857,853,292,920,976,226,46.62,31.54,49,50,185.65,100Mbps
113,473,175,238,740,502,207,183,446,107,14.12,38.33,857,124,281.9,50Mbps
732,566,303,233,224,84,178,431,151,175,52.55,31.63,498,291,218.25,10Mbps
621,16,431,574,113,421,158,786,557,73,0.92,38.56,149,216,138.15,10Mbps
298,311,852,923,663,98,4,615,935,542,51.33,46.63,806,22,35.43,10Mbps
366,496,986,916,335,617,563,343,42,911,52.99,3.4,877,237,276.41,10Mbps
817,704,921,221,589,668,489,480,89,832,48.13,45.14,373,123,80.64,10Mbps
386,391,781,601,840,378,278,754,749,881,34.53,48.84,967,132,43.85,50Mbps
131,689,307,218,807,62,870,965,623,358,55.19,38.14,771,230,159.11,100Mbps
957,64,363,520,571,516,79,75,942,194,20.48,0.85,686,43,194.23,100Mbps
887,664,895,750,314,117,666,617,135,462,55.07,38.99,626,191,185.37,50Mbps
916,115,862,282,610,344,467,990,450,592,14.0,1.25,742,124,157.89,10Mbps
803,704,836,500,353,643,557,711,875,8,45.1,37.85,906,390,20.94,100Mbps
679,534,53,794,421,807,590,121,459,938,0.55,43.11,195,188,164.59,10Mbps
89,661,744,381,68,271,159,280,196,843,50.23,37.27,482,63,38.25,10Mbps
624,255,700,82,948,252,549,720,514,585,46.6,29.1,460,384,241.73,10Mbps
460,325,979,706,61,533,524,660,854,713,41.12,31.52,588,459,60.57,100Mbps
303,735,64,474,612,369,441,716,16,410,27.32,16.17,739,151,114.21,100Mbps
138,519,698,386,689,54,485,781,990,323,38.56,42.27,45,30,281.18,10Mbps
354,414,8,89,824,550,5,672,893,297,14.0,36.37,637,441,237.79,100Mbps
698,151,615,497,801,178,392,227,864,4,18.25,41.75,804,113,123.69,100Mbps
918,145,809,255,2,247,543,665,640,581,2.81,1.18,625,98,51.65,50Mbps
108,512,46,784,742,25,188,708,85,698,59.47,8.58,799,362,210.56,50Mbps
611,730,923,223,525,608,402,964,305,459,29.37,1.59,161,261,285.41,50Mbps
414,950,394,1,825,751,842,391,199,190,44.86,15.11,682,224,96.97,50Mbps
438,454,241,651,687,398,693,694,328,794,32.44,17.79,902,277,76.42,50Mbps
317,617,498,53,468,198,342,143,932,294,32.62,29.97,43,111,140.17,50Mbps
959,934,173,81,247,424,875,260,669,195,12.63,48.56,481,5,178.61,10Mbps
778,368,870,576,336,23,595,904,793,916,39.9,23.42,110,489,296.46,50Mbps
980,551,257,428,968,476,337,558,769,692,1.29,43.46,64,433,254.72,10Mbps
792,23,899,283,766,484,188,943,939,278,47.96,10.62,558,416,200.1,10Mbps
22,565,521,986,383,726,212,175,610,275,1.89,35.91,925,262,48.09,50Mbps
819,581,912,828,72,572,162,24,421,84,56.88,11.22,123,253,90.81,100Mbps
576,673,115,245,979,922,830,805,3,776,29.81,14.79,707,361,69.28,50Mbps
159,491,267,187,900,64,543,18,462,388,1.17,12.17,883,23,215.12,50Mbps
356,806,883,888,650,399,682,93,116,657,38.58,15.97,421,463,135.14,10Mbps
972,917,622,876,992,68,629,662,700,501,0.72,17.62,5,462,51.22,100Mbps
316,245,770,72,800,19,756,123,98,662,37.33,40.97,949,81,250.42,10Mbps
772,434,302,803,982,606,512,936,217,534,59.32,7.1,768,74,278.9,50Mbps
660,390,591,503,464,730,695,300,242,792,35.41,20.52,372,79,134.03,50Mbps
233,297,333,943,960,942,987,411,276,783,33.57,44.12,733,66,102.44,10Mbps
743,287,157,936,777,863,939,625,185,995,55.91,49.12,786,44,22.29,10Mbps
176,465,420,621,669,415,13,511,631,991,16.08,25.67,339,51,297.47,100Mbps
735,241,371,741,791,841,945,185,423,704,57.54,43.86,670,335,202.39,50Mbps
905,501,738,477,232,646,864,469,83,91,36.87,27.72,991,5,272.56,50Mbps
971,874,247,764,343,337,71,158,356,19,54.4,12.77,350,494,183.47,100Mbps
327,371,942,953,954,483,663,380,24,741,40.06,28.49,342,166,129.3,100Mbps
673,658,172,717,169,366,375,275,520,604,55.62,47.75,382,248,98.4,10Mbps
529,111,605,386,573,979,367,93,561,467,8.19,43.1,792,263,109.94,50Mbps
795,927,403,789,12,458,596,371,636,622,27.29,23.02,625,16,132.34,50Mbps
316,383,479,813,210,834,65,357,334,899,58.32,7.45,634,67,294.84,10Mbps
511,675,308,636,79,531,558,467,415,229,17.08,48.94,189,454,197.06,10Mbps
322,511,268,548,384,883,654,916,293,701,30.52,3.25,707,458,283.83,50Mbps
145,151,660,958,706,434,969,708,981,589,36.03,37.77,473,181,141.22,100Mbps
10,480,828,993,270,690,389,109,924,256,44.49,28.75,957,491,243.25,10Mbps
261,707,566,229,743,558,594,436,968,836,46.2,38.82,150,415,47.82,10Mbps
224,237,211,78,300,924,578,961,600,521,15.23,16.88,49,88,30.79,100Mbps
700,349,73,70,202,546,699,239,268,554,37.31,44.3,71,278,213.69,50Mbps
656,274,775,654,107,301,233,630,155,350,27.34,10.8,847,303,96.73,100Mbps
399,278,775,995,14,310,315,816,881,646,40.21,25.66,633,74,205.58,100Mbps
901,699,376,312,777,855,892,794,693,827,21.82,49.66,339,494,141.71,100Mbps
181,867,64,497,510,390,600,695,863,967,16.34,40.83,421,138,46.53,10Mbps
390,469,889,419,589,896,583,77,244,68,20.21,2.5,846,37,177.76,10Mbps
683,753,410,735,104,179,89,138,86,856,12.46,8.25,125,497,232.39,100Mbps
723,121,299,636,175,855,518,835,252,686,24.34,4.95,822,237,206.42,10Mbps
796,885,30,725,393,173,121,730,938,147,18.17,30.35,958,49,239.97,50Mbps
831,482,816,489,716,816,151,710,186,350,25.4,45.0,312,369,44.16,10Mbps
313,131,978,261,517,959,573,84,63,912,34.13,20.17,875,246,95.59,50Mbps
878,229,721,139,238,797,252,285,628,845,14.69,11.86,904,215,56.26,100Mbps
898,206,999,354,438,664,381,946,930,326,55.45,18.98,10,493,23.45,10Mbps
498,464,757,682,402,184,631,807,39,585,56.5,36.31,529,239,97.55,50Mbps
373,266,594,947,572,761,193,577,433,683,30.04,45.94,585,269,16.24,50Mbps
179,361,811,784,256,538,996,186,694,198,59.63,49.79,542,312,189.34,100Mbps
